Brunei,BRN,2004,6.169003659
Cambodia,KHM,2004,2.039543181
Indonesia,IDN,2004,1.477976233
Laos,LAO,2004,1.223519639
Malaysia,MYS,2004,2.153611645
Myanmar,MMR,2004,1.398082086
Philippines,PHL,2004,2.959846786
Singapore,SGP,2004,1.671576762
Thailand,THA,2004,2.687299009
Vietnam,VNM,2004,1.530401986
